clo_id,ma_cdr_goc,noi_dung,pi_so,muc_do
SC6215_L3,L3,"Làm việc nhóm hiệu quả, giao tiếp trong môi trường phát triển phần mềm và thể hiện tỉnh thần trách nhiệm, thái độ chuyên nghiệp trong quá trình xây dựng và vận hành ứng dụng web.",PI 3.1(1;2;3;4;5);PI 3.2(1;2;3;4;5);PI 3.3(1),TU
SC6218_L1,L1,"Vận dụng được các kiến thức, kỹ thuật và công cụ cơ bản vào việc phát triển các ứng dụng Game.",PI 4.1;PI 4.2;PI 4.3;PI 6.2,ITU
SC6218_L2,L2,"Triển khai, đánh giá và đưa được các sản phẩm game ra thực tế.",PI 4.1;PI 4.2;PI 4.3;PI 6.2,TU
SC6218_L1,L1,"Vận dụng được các kiến thức, kỹ thuật và công cụ cơ bản vào việc phát triển các ứng dụng Game.",PI 4.1;PI 4.2;PI 4.3;PI 6.2,ITU
SC6218_L2,L2,"Triển khai, đánh giá và đưa được các sản phẩm game ra thực tế.",PI 4.1;PI 4.2;PI 4.3;PI 6.2,TU
SC6219_L1,L1,Cải đặt được bài toán đơn giản sử dụng các thành phần chính trong lập trình di động trên nền tầng Android.,PI5.1;PI5.2;PI6.2,IT
SC6219_L2,L2,Cải đặt được bài toán cụ thể trên thiết bị di động trên nền tầng Android,PI5.1;PI5.2;PI6.2,IT
SC6219_L3,L3,"Vận dụng phương pháp tiếp cận hệ thống để triển khai giải pháp phần mềm trên nền tầng Android đảm bảo mục tiêu người dùng, tuân thủ pháp luật và đạo đức nghề nghiệp",PI4.1;PI4.2;PI4.3;PI5.1;PI5.2;PI6.1;PI6.2;PI6.3,IT
SC6219_L1,L1,Cải đặt được bài toán đơn giản sử dụng các thành phần chính trong lập trình di động trên nền tầng Android.,PI5.1;PI5.2;PI6.2,IT
SC6219_L2,L2,Cải đặt được bài toán cụ thể trên thiết bị di động trên nền tầng Android,PI5.1;PI5.2;PI6.2,IT
SC6219_L3,L3,"Vận dụng phương pháp tiếp cận hệ thống để triển khai giải pháp phần mềm trên nền tầng Android đảm bảo mục tiêu người dùng, tuân thủ pháp luật và đạo đức nghề nghiệp",PI4.1;PI4.2;PI4.3;PI5.1;PI5.2;PI6.1;PI6.2;PI6.3,IT
SC6220_L1,L1,"Lựa chọn và sử dụng được phương pháp, công cụ, kỹ thuật để đưa ra được giải pháp thiết kế xây dựng phần mềm nguồn mở.",PI5.,
SC6220_L2,L2,Sử dụng được công cụ nguồn mở để xây dựng được hệ thống đáp ứng được yêu cầu của người sử dụng tuân thủ đạo đức nghề nghiệp,PI5.2,IU
SC6220_L3,L3,Xuất bản và đánh giá được phần mềm nguồn mở đáp ứng các yêu cầu đo lường và phát hành của hệ thống thông tin nguồn mở,PI5.2;PI5.1;PI5.3;PI6.1;PI6.2;PI6.3,IT
SC6220_L1,L1,"Lựa chọn và sử dụng được phương pháp, công cụ, kỹ thuật để đưa ra được giải pháp thiết kế xây dựng phần mềm nguồn mở.",PI5.,
SC6220_L2,L2,Sử dụng được công cụ nguồn mở để xây dựng được hệ thống đáp ứng được yêu cầu của người sử dụng tuân thủ đạo đức nghề nghiệp,PI5.2,IU
SC6220_L3,L3,Xuất bản và đánh giá được phần mềm nguồn mở đáp ứng các yêu cầu đo lường và phát hành của hệ thống thông tin nguồn mở,PI5.2;PI5.1;PI5.3;PI6.1;PI6.2;PI6.3,IT
SC6221_L1,L1,Áp dụng được các thuật toán cơ bản trong phương pháp số để giải gần đúng một số bài toán trong thực tế.,PI 1.,
SC6221_L2,L2,Đánh giá và áp dụng hiệu quả một số phương pháp giải gần đúng cho các bài toán sử dụng kỹ thuật xấp xỉ số.,PI 1.2,ITU
SC6221_L3,L3,Sử dụng được ngôn ngữ lập trình và triển khai theo cách tiếp cận của phương pháp số.,PI 1.2,IU
SC6221_L1,L1,Áp dụng được các thuật toán cơ bản trong phương pháp số để giải gần đúng một số bài toán trong thực tế.,PI 1.,
SC6221_L2,L2,Đánh giá và áp dụng hiệu quả một số phương pháp giải gần đúng cho các bài toán sử dụng kỹ thuật xấp xỉ số.,PI 1.2,ITU
SC6221_L3,L3,Sử dụng được ngôn ngữ lập trình và triển khai theo cách tiếp cận của phương pháp số.,PI 1.2,IU
SC6222_CLO1,CLO1,"Trình bày được tổng quan về các phương pháp, kỹ thuật tích hợp hệ thống phần mềm trong bối cảnh phát triển hiện đại.",,
SC6222_CLO2,CLO2,"Sử dụng thành thạo XML, XSD, XSLT để biểu diễn, kiểm tra tính hợp lệ và chuyển đổi định dạng dữ liệu.",,
SC6222_CLO3,CLO3,Thao tác hiệu quả với JSON và DOM để xử lý dữ liệu phi cấu trúc và bán cấu trúc trong các ứng dụng phần mềm.,,
SC6222_CLO4,CLO4,"Thiết kế và xây dựng thành công các RESTful Web Service và Web API hoàn chỉnh, bảo đảm khả năng tích hợp linh hoạt.",,
SC6222_CLO5,CLO5,"Phát triển và tích hợp các ứng dụng khách (Client) gọi Web API để kết nối, trao đổi dữ liệu giữa các hệ thống khác nhau.",,
SC6222_CLO1,CLO1,"Trình bày được tổng quan về các phương pháp, kỹ thuật tích hợp hệ thống phần mềm trong bối cảnh phát triển hiện đại.",,
SC6222_CLO2,CLO2,"Sử dụng thành thạo XML, XSD, XSLT để biểu diễn, kiểm tra tính hợp lệ và chuyển đổi định dạng dữ liệu.",,
SC6222_CLO3,CLO3,Thao tác hiệu quả với JSON và DOM để xử lý dữ liệu phi cấu trúc và bán cấu trúc trong các ứng dụng phần mềm.,,
SC6222_CLO4,CLO4,"Thiết kế và xây dựng thành công các RESTful Web Service và Web API hoàn chỉnh, bảo đảm khả năng tích hợp linh hoạt.",,
SC6222_CLO5,CLO5,"Phát triển và tích hợp các ứng dụng khách (Client) gọi Web API để kết nối, trao đổi dữ liệu giữa các hệ thống khác nhau.",,
SC6223_L1,L1,"Giải thích được các khái niệm trong logic mệnh đề, tổ hợp, quan hệ, các khái niệm về đồ thị, cây và làm được bài tập áp dụng",PI 1.3,ITU
SC6223_L2,L2,Phân tích và lựa chọn được các phương pháp phù hợp với một số bài toán cụ thể.,PI 1.3,ITU
SC6223_L3,L3,Vận dụng được các thuật toán cho một số bài toán thực tế.,PI 1.3,ITU
SC6223_L1,L1,"Giải thích được các khái niệm trong logic mệnh đề, tổ hợp, quan hệ, các khái niệm về đồ thị, cây và làm được bài tập áp dụng",PI 1.3,ITU
SC6223_L2,L2,Phân tích và lựa chọn được các phương pháp phù hợp với một số bài toán cụ thể.,PI 1.3,ITU
SC6223_L3,L3,Vận dụng được các thuật toán cho một số bài toán thực tế.,PI 1.3,ITU
SC6224_L1,L1,"Áp dụng được các kiến thức cơ bản về ngôn ngữ HTML, CSS, Javascript vào thiết kế các trang web.",PI 5.1;PI 6.1,T
SC6224_L2,L2,Xác định được các yêu cầu khi thiết kế các giao diện website.,PI 5.1;PI 6.1,T
SC6224_L3,L3,Xác định được các lỗi này sinh trong thiết kế các trang web.,null,
SC6224_L4,L4,Đề xuất được phương án xử lý các lỗi này sinh khi thiết kế trang web.,"PI 5.1, PI 6.1",T
SC6224_L5,L5,Vận dụng được kiến thức vào thiết kế các giao diện website được ứng dụng trong thực tế.,"PI 5.1, PI 6.1, PI 5.2",T
SC6224_L1,L1,"Áp dụng được các kiến thức cơ bản về ngôn ngữ HTML, CSS, Javascript vào thiết kế các trang web.",PI 5.1;PI 6.1,T
SC6224_L2,L2,Xác định được các yêu cầu khi thiết kế các giao diện website.,PI 5.1;PI 6.1,T
SC6224_L3,L3,Xác định được các lỗi này sinh trong thiết kế các trang web.,null,
SC6224_L4,L4,Đề xuất được phương án xử lý các lỗi này sinh khi thiết kế trang web.,"PI 5.1, PI 6.1",T
SC6224_L5,L5,Vận dụng được kiến thức vào thiết kế các giao diện website được ứng dụng trong thực tế.,"PI 5.1, PI 6.1, PI 5.2",T
SC6228_L1,L1,Vận dụng kiến thức công nghệ và các nguyên lý của hệ thống quản lý nội dung để triển khai nhanh website bán hàng trên nền tăng thương mại điện tử.,PI 1.2,T
SC6228_L2,L2,"Áp dụng các nguyên lý công nghệ thông tin để phân tích, tùy chính và phát triển website bán hàng đáp ứng yêu cầu thực tế của doanh nghiệp nhỏ và cá nhân.",PI 1.3,ITU
SC6228_L1,L1,Vận dụng kiến thức công nghệ và các nguyên lý của hệ thống quản lý nội dung để triển khai nhanh website bán hàng trên nền tăng thương mại điện tử.,PI 1.2,T
SC6228_L2,L2,"Áp dụng các nguyên lý công nghệ thông tin để phân tích, tùy chính và phát triển website bán hàng đáp ứng yêu cầu thực tế của doanh nghiệp nhỏ và cá nhân.",PI 1.3,ITU
SC6229_L1,L1,Người học có khả năng triển khai giải pháp phần mềm quản trị doanh nghiệp điện tử đáp ứng các yêu cầu quản trị của doanh nghiệp.,5,
SC6229_L2,L2,"Khả năng vận hành, quản lý và phát triển các chức năng quản trị doanh nghiệp trên hệ thống thông tin quản trị doanh nghiệp điện tử.",6.2;6.3,TU
SC6229_L1,L1,Người học có khả năng triển khai giải pháp phần mềm quản trị doanh nghiệp điện tử đáp ứng các yêu cầu quản trị của doanh nghiệp.,5,
SC6229_L2,L2,"Khả năng vận hành, quản lý và phát triển các chức năng quản trị doanh nghiệp trên hệ thống thông tin quản trị doanh nghiệp điện tử.",6.2;6.3,TU
SC6232_L1,L1,Triển khai hệ thống nhúng để giải quyết một số bài toán thực tế.,PI 5.1;PI 5.2,T
SC6232_L2,L2,Triển khai hệ thống IoT để giải quyết một số bài toán thực tế..,PI 5.1;PI 5.2,T
SC6232_L1,L1,Triển khai hệ thống nhúng để giải quyết một số bài toán thực tế.,PI 5.1;PI 5.2,T
SC6232_L2,L2,Triển khai hệ thống IoT để giải quyết một số bài toán thực tế..,PI 5.1;PI 5.2,T
SC6234_L1,L1,"Áp dụng các nguyên lý khoa học máy tính và các lĩnh vực liên quan để phân tích, nhận diện và xác định hướng giải pháp cho các vấn đề an ninh mạng trong hệ thống máy tính và mạng.",PI1.,
SC6234_L2,L2,"Thiết kế được các giải pháp an ninh mạng (mã hóa, xác thực, bảo mật giao thức, bảo vệ hệ thống) nhằm đáp ứng các yêu cầu an toàn thông tin cho các bài toán điện toán cụ thể.",PI 5.1,T
SC6234_L3,L3,"Triển khai, cấu hình và đánh giá được các giải pháp an ninh mạng trong môi trường thực nghiệm hoặc mô phỏng bằng các công cụ và nền tầng công nghệ thông tin phù hợp.",PI 5.2,T
SC6234_L1,L1,"Áp dụng các nguyên lý khoa học máy tính và các lĩnh vực liên quan để phân tích, nhận diện và xác định hướng giải pháp cho các vấn đề an ninh mạng trong hệ thống máy tính và mạng.",PI1.,
SC6234_L2,L2,"Thiết kế được các giải pháp an ninh mạng (mã hóa, xác thực, bảo mật giao thức, bảo vệ hệ thống) nhằm đáp ứng các yêu cầu an toàn thông tin cho các bài toán điện toán cụ thể.",PI 5.1,T
SC6234_L3,L3,"Triển khai, cấu hình và đánh giá được các giải pháp an ninh mạng trong môi trường thực nghiệm hoặc mô phỏng bằng các công cụ và nền tầng công nghệ thông tin phù hợp.",PI 5.2,T
SC6236_L1,L1,Sử dụng được các thuật toán trong khai thác dữ liệu cho một số bài toán cơ bản,PI 6.1,T
SC6236_L2,L2,Áp dụng được các kỹ thuật khai thác dữ liệu và công cụ phần mềm vào bài toán trong thực tế,PI 6.2,T
SC6236_L1,L1,Sử dụng được các thuật toán trong khai thác dữ liệu cho một số bài toán cơ bản,PI 6.1,T
SC6236_L2,L2,Áp dụng được các kỹ thuật khai thác dữ liệu và công cụ phần mềm vào bài toán trong thực tế,PI 6.2,T
SC6237_L1,L1,"Thực hiện các kỹ thuật/thuật toán thu thập, tiền xử lý dữ liệu lớn bằng các công cụ phần mềm.",PI 1.2PI 5.,
SC6237_L2,L2,Thực hiện được một số kỹ thuật/thuật toán phân tích dữ liệu lớn bằng các công cụ phần mềm.,PI 1.2PI 5.2,T
SC6237_L3,L3,Ứng dụng các kỹ thuật phân tích dữ liệu lớn vào các bài toán thực tế.,PI 1.2PI 6.1PI 6.2,T
SC6237_L1,L1,"Thực hiện các kỹ thuật/thuật toán thu thập, tiền xử lý dữ liệu lớn bằng các công cụ phần mềm.",PI 1.2PI 5.,
SC6237_L2,L2,Thực hiện được một số kỹ thuật/thuật toán phân tích dữ liệu lớn bằng các công cụ phần mềm.,PI 1.2PI 5.2,T
SC6237_L3,L3,Ứng dụng các kỹ thuật phân tích dữ liệu lớn vào các bài toán thực tế.,PI 1.2PI 6.1PI 6.2,T
SC6239_L1,L1,"Giải thích và mô tả được các khái niệm cơ bản của công nghệ phần mềm trong phát triển hệ thống thông tin; các phương pháp, nguyên tắc, kỹ thuật, công cụ, mô hình và tiêu chuẩn quốc tế thuộc lĩnh vực phần mềm, xu hướng phát triển phần mềm hiện đại và chuyển đổi số trong công nghệ phần mềm; vai trò của các hoạt động chính trong dự án phần mềm theo quy trình công nghiệp; đồng thời phân tích yêu cầu và đề xuất giải pháp phần mềm nhằm đáp ứng mục tiêu của người sử dụng trong các bài toán thực tế.",PI 5.1;PI 6.2,T
SC6239_L2,L2,"Lựa chọn và vận dụng được phương pháp, công cụ, kỹ thuật để kiểm soát sản phẩm phần mềm đáp ứng mục tiêu của người sử dụng.",PI 6.1;PI 6.2,
SC6239_L3,L3,"Biên soạn và thuyết trình hiệu quả về các tài liệu chính trong dự án phát triển phần mềm thực tế, bao gồm: tài liệu yêu cầu nghiệp vụ; tài liệu đặc tả yêu cầu phần mềm; tài liệu thiết kế hệ thống; tài liệu hướng dẫn người dùng; và báo cáo BTL.",PI 2.1;PI 2.2;PI 2.3,U
SC6239_L1,L1,"Giải thích và mô tả được các khái niệm cơ bản của công nghệ phần mềm trong phát triển hệ thống thông tin; các phương pháp, nguyên tắc, kỹ thuật, công cụ, mô hình và tiêu chuẩn quốc tế thuộc lĩnh vực phần mềm, xu hướng phát triển phần mềm hiện đại và chuyển đổi số trong công nghệ phần mềm; vai trò của các hoạt động chính trong dự án phần mềm theo quy trình công nghiệp; đồng thời phân tích yêu cầu và đề xuất giải pháp phần mềm nhằm đáp ứng mục tiêu của người sử dụng trong các bài toán thực tế.",PI 5.1;PI 6.2,T
SC6239_L2,L2,"Lựa chọn và vận dụng được phương pháp, công cụ, kỹ thuật để kiểm soát sản phẩm phần mềm đáp ứng mục tiêu của người sử dụng.",PI 6.1;PI 6.2,
SC6239_L3,L3,"Biên soạn và thuyết trình hiệu quả về các tài liệu chính trong dự án phát triển phần mềm thực tế, bao gồm: tài liệu yêu cầu nghiệp vụ; tài liệu đặc tả yêu cầu phần mềm; tài liệu thiết kế hệ thống; tài liệu hướng dẫn người dùng; và báo cáo BTL.",PI 2.1;PI 2.2;PI 2.3,U
SC6240_L1,L1,Áp dụng kiến thức cơ bản về mạng máy tính để thiết kế mô hình mạng cho doanh nghiệp vừa và nhỏ.,PI 1.3;PI 1.2,"I,T"
SC6240_L2,L2,"Có trách nhiệm, đạo đức nghề nghiệp trong việc triển khai, thiết kế, quản trị hệ thống mạng cơ bản dựa trên nguyên tắc pháp luật.",PI 6.2;PI 6.1;PI 4.1;PI 4.2;PI 4.3;PI 5.2,"T,U"
SC6240_L1,L1,Thường xuyên 1,null,
SC6240_L2,L2,Thường xuyên 2,null,
SC6240_L1,L1,Cuối kỳ,null,
SC6240_L1,L1,Áp dụng kiến thức cơ bản về mạng máy tính để thiết kế mô hình mạng cho doanh nghiệp vừa và nhỏ.,PI 1.3;PI 1.2,"I,T"
SC6240_L2,L2,"Có trách nhiệm, đạo đức nghề nghiệp trong việc triển khai, thiết kế, quản trị hệ thống mạng cơ bản dựa trên nguyên tắc pháp luật.",PI 6.2;PI 6.1;PI 4.1;PI 4.2;PI 4.3;PI 5.2,"T,U"
SC6240_L1,L1,Thường xuyên 1,null,
SC6240_L2,L2,Thường xuyên 2,null,
SC6240_L1,L1,Cuối kỳ,null,
SC6241_L1,L1,"Lựa chọn được quy trình, phương pháp và kỹ thuật kiểm thử phần mềm. Phân biệt được các loại kiểm thử và cấp độ kiểm thử trong vòng đời phát triển phần mềm.",PI 5.3;PI 6.1;PI 6.2,T
SC6241_L2,L2,"Thực hiện được các kiểm tra phần mềm dựa trên công cụ phổ biến đồng thời thực hiện ghi nhận, phân tích và báo cáo kiểm thử.",PI 5.1;PI 5.3,
SC6241_L3,L3,Vận dụng được các kỹ thuật kiểm thử vào bài toán thực tiễn; thực hiện đánh giá hiệu quả làm việc nhóm trong việc tuân thủ quy trình chất lượng.,PI 2.2;PI 5.3;PI 6.2;PI 6.3;PI 6.4,TU
SC6241_L1,L1,"Lựa chọn được quy trình, phương pháp và kỹ thuật kiểm thử phần mềm. Phân biệt được các loại kiểm thử và cấp độ kiểm thử trong vòng đời phát triển phần mềm.",PI 5.3;PI 6.1;PI 6.2,T
SC6241_L2,L2,"Thực hiện được các kiểm tra phần mềm dựa trên công cụ phổ biến đồng thời thực hiện ghi nhận, phân tích và báo cáo kiểm thử.",PI 5.1;PI 5.3,
SC6241_L3,L3,Vận dụng được các kỹ thuật kiểm thử vào bài toán thực tiễn; thực hiện đánh giá hiệu quả làm việc nhóm trong việc tuân thủ quy trình chất lượng.,PI 2.2;PI 5.3;PI 6.2;PI 6.3;PI 6.4,TU
SC6244_L1,L1,Sử dụng được các thuật toán trong TTNT cho bài toán cụ thể.,PI 1.2(2),T
SC6244_L2,L2,Lựa chọn và thực nghiệm được giải pháp phù hợp cho bài toán thực tế.,PI 1.3(1);(3);(4);(5),T
SC6244_L1,L1,Sử dụng được các thuật toán trong TTNT cho bài toán cụ thể.,PI 1.2(2),T
SC6244_L2,L2,Lựa chọn và thực nghiệm được giải pháp phù hợp cho bài toán thực tế.,PI 1.3(1);(3);(4);(5),T
SC6260_L1,L1,Thiết kế giải pháp phần mềm cho bài toán thực tế,PI 5.1,U
SC6260_L2,L2,Triển khai giải pháp phần mềm theo bản thiết kế,PI 5.2,U
SC6260_L3,L3,Đánh giá phần mềm đã thực hiện,PI 5.3,U
SC6260_L1,L1,Thiết kế giải pháp phần mềm cho bài toán thực tế,PI 5.1,U
SC6260_L2,L2,Triển khai giải pháp phần mềm theo bản thiết kế,PI 5.2,U
SC6260_L3,L3,Đánh giá phần mềm đã thực hiện,PI 5.3,U
SC6261_L1,L1,Thiết kế tương tác người - máy đáp ứng yêu cầu.,PI 6.1;PI 6.2;PI 5.1,T
SC6261_L2,L2,Triển khai sản phẩm tương tác người - máy phù hợp với thiết kế.,PI 6.2;PI 6.4;PI 5.1,T
SC6261_L1,L1,Thiết kế tương tác người - máy đáp ứng yêu cầu.,PI 6.1;PI 6.2;PI 5.1,T
SC6261_L2,L2,Triển khai sản phẩm tương tác người - máy phù hợp với thiết kế.,PI 6.2;PI 6.4;PI 5.1,T
SC6262_L1,L1,"Áp dụng được các kiến thức, kỹ thuật lập trình PHP nâng cao để giải quyết các bài toán cụ thể.",PI 4.1;PI 4.2,T
SC6262_L2,L2,Vận dụng được một vải PHP framework trong giải quyết các bài toán thực tế.,PI 4.1;PI 4.2,T
SC6262_L3,L3,Triển khai được các kỹ thuật lập trình PHP tổng hợp để giải quyết bài toán thực tế.,PI 4.2;PI 4.3;PI 5.2;PI 6,
SC6262_L1,L1,"Áp dụng được các kiến thức, kỹ thuật lập trình PHP nâng cao để giải quyết các bài toán cụ thể.",PI 4.1;PI 4.2,T
SC6262_L2,L2,Vận dụng được một vải PHP framework trong giải quyết các bài toán thực tế.,PI 4.1;PI 4.2,T
SC6262_L3,L3,Triển khai được các kỹ thuật lập trình PHP tổng hợp để giải quyết bài toán thực tế.,PI 4.2;PI 4.3;PI 5.2;PI 6,
SC6263_L1,L1,"Áp dụng được các kiến thức cơ bản về Jquery, Bootstrap vào thiết kế một trang web.",PI 5.1,IT
SC6263_L2,L2,Vận dụng được kiến thức tổng hợp của Jquery và Bootstrap để thiết kế một website thực tế.,PI 5.2,T
SC6263_L1,L1,"Áp dụng được các kiến thức cơ bản về Jquery, Bootstrap vào thiết kế một trang web.",PI 5.1,IT
SC6263_L2,L2,Vận dụng được kiến thức tổng hợp của Jquery và Bootstrap để thiết kế một website thực tế.,PI 5.2,T
SC6265_L1,L1,"Sử dụng thành thạo: các lệnh cơ bản python, functions, modules, cấu trúc dữ liệu.",PI 6.2,TU
SC6265_L2,L2,"Thao tác thành thạo xử lý file, nhập/xuất dữ liệu, lập trình hướng đối tượng.",PI 6.2,TU
SC6265_L1,L1,"Sử dụng thành thạo: các lệnh cơ bản python, functions, modules, cấu trúc dữ liệu.",PI 6.2,TU
SC6265_L2,L2,"Thao tác thành thạo xử lý file, nhập/xuất dữ liệu, lập trình hướng đối tượng.",PI 6.2,TU
SC6266_L1,L1,Sử dụng được các kiến thức lập trình Python nâng cao để giải quyết các yêu cầu trong lập trình.,PI 6.2,
SC6266_L2,L2,Vận dụng được các kỹ năng lập trình Python nâng cao để giải quyết các bài toán cơ bản.,PI 6.2,TU
SC6266_L3,L3,Vận dụng được quy trình phát triển phần mềm để giải quyết vấn đề thực tế bằng Python.,PI 6.2,TU
SC6266_L1,L1,Sử dụng được các kiến thức lập trình Python nâng cao để giải quyết các yêu cầu trong lập trình.,PI 6.2,
SC6266_L2,L2,Vận dụng được các kỹ năng lập trình Python nâng cao để giải quyết các bài toán cơ bản.,PI 6.2,TU
SC6266_L3,L3,Vận dụng được quy trình phát triển phần mềm để giải quyết vấn đề thực tế bằng Python.,PI 6.2,TU
SC6267_L1,L1,"Thiết kế và triển khai được một giải pháp phần mềm cho hệ thống thông tin dựa trên yêu cầu thực tế hoặc giả định, sử dụng các công cụ, kỹ thuật và quy trình phù hợp trong lĩnh vực Hệ thống thông tin.",PI 5.,
SC6267_L2,L2,"Đánh giá được giải pháp phần mềm đã xây dựng dựa trên các tiêu chí kỹ thuật, hiệu năng và khả năng đáp ứng yêu cầu, từ đó đề xuất cải tiến nhằm nâng cao chất lượng và tính khả thi của hệ thống thông tin.",PI 5.3,"T, U"
SC6267_L3,L3,"Lập và thực hiện được kế hoạch tự học, tự nghiên cứu; vận dụng tư duy đổi mới sáng tạo và tư duy khởi nghiệp trong quá trình làm việc nhóm, thiết kế và thuyết trình đồ án chuyên ngành Hệ thống thông tin.",PI 7.1;PI 7.2,U
SC6267_L1,L1,"Thiết kế và triển khai được một giải pháp phần mềm cho hệ thống thông tin dựa trên yêu cầu thực tế hoặc giả định, sử dụng các công cụ, kỹ thuật và quy trình phù hợp trong lĩnh vực Hệ thống thông tin.",PI 5.,
SC6267_L2,L2,"Đánh giá được giải pháp phần mềm đã xây dựng dựa trên các tiêu chí kỹ thuật, hiệu năng và khả năng đáp ứng yêu cầu, từ đó đề xuất cải tiến nhằm nâng cao chất lượng và tính khả thi của hệ thống thông tin.",PI 5.3,"T, U"
SC6267_L3,L3,"Lập và thực hiện được kế hoạch tự học, tự nghiên cứu; vận dụng tư duy đổi mới sáng tạo và tư duy khởi nghiệp trong quá trình làm việc nhóm, thiết kế và thuyết trình đồ án chuyên ngành Hệ thống thông tin.",PI 7.1;PI 7.2,U
SC6268_L1,L1,"Trình bày được các kiến thức cơ bản về phân tích nghiệp vụ như mô hình BACCM, các nhu cầu, yêu cầu, rủi ro từ các bên liên quan.",PI1.2,T
SC6268_L2,L2,"Khả năng lập kế hoạch phân tích nghiệp vụ và quản lý các yêu cầu bằng cách vận dụng các kiến thức về quy trình, phương pháp phân tích nghiệp vụ.",PI1.2,T
SC6268_L3,L3,"Lựa chọn được các giải pháp nhằm đáp ứng yêu cầu nghiệp vụ bằng các kỹ thuật, công cụ hiện đại.",PI1.2,T
SC6268_L1,L1,"Trình bày được các kiến thức cơ bản về phân tích nghiệp vụ như mô hình BACCM, các nhu cầu, yêu cầu, rủi ro từ các bên liên quan.",PI1.2,T
SC6268_L2,L2,"Khả năng lập kế hoạch phân tích nghiệp vụ và quản lý các yêu cầu bằng cách vận dụng các kiến thức về quy trình, phương pháp phân tích nghiệp vụ.",PI1.2,T
SC6268_L3,L3,"Lựa chọn được các giải pháp nhằm đáp ứng yêu cầu nghiệp vụ bằng các kỹ thuật, công cụ hiện đại.",PI1.2,T
